Date,AAPL,AMZN,GOOGL,META,NFLX
02-01-2020,75.09,94.9,68.43,209.78,329.81
03-01-2020,74.36,93.75,68.08,208.67,325.9
06-01-2020,74.95,95.14,69.89,212.6,335.83
07-01-2020,74.6,95.34,69.76,213.06,330.75
08-01-2020,75.8,94.6,70.25,215.22,339.26
09-01-2020,77.41,95.05,70.99,218.3,335.66
10-01-2020,77.58,94.16,71.45,218.06,329.05
13-01-2020,79.24,94.57,72,221.91,338.92
14-01-2020,78.17,93.47,71.53,219.06,338.69
15-01-2020,77.83,93.1,71.96,221.15,339.07
16-01-2020,78.81,93.9,72.51,221.77,338.62
17-01-2020,79.68,93.24,73.98,222.14,339.67
21-01-2020,79.14,94.6,74.11,221.44,338.11
22-01-2020,79.43,94.37,74.19,221.32,326
23-01-2020,79.81,94.23,74.23,219.76,349.6
24-01-2020,79.58,93.08,73.31,217.94,353.16
27-01-2020,77.24,91.42,71.59,214.87,342.88
28-01-2020,79.42,92.66,72.53,217.79,348.52
29-01-2020,81.08,92.9,72.83,223.23,343.16
30-01-2020,80.97,93.53,72.71,209.53,347.74
31-01-2020,77.38,100.44,71.64,201.91,345.09
03-02-2020,77.17,100.21,74.13,204.19,358
04-02-2020,79.71,102.48,72.27,209.83,369.01
05-02-2020,80.36,101.99,72.3,210.11,369.67
06-02-2020,81.3,102.51,73.8,210.85,366.95
07-02-2020,80.01,103.96,73.96,212.33,366.77
10-02-2020,80.39,106.7,75.43,213.06,371.07
11-02-2020,79.9,107.54,75.5,207.19,373.69
12-02-2020,81.8,108,75.93,210.76,380.01
13-02-2020,81.22,107.49,75.67,213.14,381.4
14-02-2020,81.24,106.74,75.94,214.18,380.4
18-02-2020,79.75,107.78,75.97,217.8,387.78
19-02-2020,80.9,108.51,76.24,217.49,386.19
20-02-2020,80.07,107.65,75.85,214.58,386
21-02-2020,78.26,104.8,74.17,210.18,380.07
24-02-2020,74.54,100.46,70.99,200.72,368.7
25-02-2020,72.02,98.64,69.32,196.77,360.09
26-02-2020,73.16,98.98,69.52,197.2,379.24
27-02-2020,68.38,94.21,65.75,189.75,371.71
28-02-2020,68.34,94.19,66.96,192.47,369.03
02-03-2020,74.7,97.7,69.32,196.44,381.05
03-03-2020,72.33,95.45,66.89,185.89,368.77
04-03-2020,75.68,98.79,69.08,191.76,383.79
05-03-2020,73.23,96.2,65.74,185.17,372.78
06-03-2020,72.26,95.05,64.79,181.09,368.97
09-03-2020,66.54,90.03,60.79,169.5,346.49
10-03-2020,71.33,94.59,63.76,178.19,364.13
11-03-2020,68.86,91.04,60.54,170.24,349.92
12-03-2020,62.06,83.83,55.58,154.47,315.25
13-03-2020,69.49,89.25,60.71,170.28,336.3
16-03-2020,60.55,84.46,53.65,146.01,298.84
17-03-2020,63.22,90.39,55.9,149.42,319.75
18-03-2020,61.67,91.5,54.56,146.96,315.47
19-03-2020,61.19,94.05,55.58,153.13,332.03
20-03-2020,57.31,92.3,53.41,149.73,332.83
23-03-2020,56.09,95.14,52.71,148.1,360.27
24-03-2020,61.72,97,56.5,160.98,357.32
25-03-2020,61.38,94.29,55.08,156.21,342.39
26-03-2020,64.61,97.77,58.15,163.34,362.99
27-03-2020,61.94,95,55.51,156.79,357.12
30-03-2020,63.7,98.2,57.32,165.95,370.96
31-03-2020,63.57,97.49,58.1,166.8,375.5
01-04-2020,60.23,95.39,55.1,159.6,364.08
02-04-2020,61.23,95.94,55.85,158.19,370.08
03-04-2020,60.35,95.33,54.63,154.18,361.76
06-04-2020,65.62,99.88,59.16,165.55,379.96
07-04-2020,64.86,100.58,59.13,168.83,372.28
08-04-2020,66.52,102.15,60.35,174.28,371.12
09-04-2020,67,102.14,60.33,175.19,370.72
13-04-2020,68.31,108.44,60.52,174.79,396.72
14-04-2020,71.76,114.17,63.26,178.17,413.55
15-04-2020,71.11,115.38,62.87,176.97,426.75
16-04-2020,71.67,120.41,62.87,176.25,439.17
17-04-2020,70.7,118.75,63.95,179.24,422.96
20-04-2020,69.23,119.68,63.06,178.24,437.49
21-04-2020,67.09,116.41,60.61,170.8,433.83
22-04-2020,69.03,118.17,62.92,182.28,421.42
23-04-2020,68.76,119.97,63.56,185.13,426.7
24-04-2020,70.74,120.51,63.83,190.07,424.99
27-04-2020,70.79,118.8,63.54,187.5,421.38
28-04-2020,69.64,115.7,61.63,182.91,403.83
29-04-2020,71.93,118.64,67.11,194.19,411.89
30-04-2020,73.45,123.7,67.33,204.71,419.85
01-05-2020,72.27,114.3,65.87,202.27,415.27
04-05-2020,73.29,115.8,66.14,205.26,428.15
05-05-2020,74.39,115.89,67.45,207.07,424.68
06-05-2020,75.16,117.56,67.27,208.47,434.26
07-05-2020,75.93,118.38,68.46,211.26,436.53
08-05-2020,77.53,118.98,69.22,212.35,435.55
11-05-2020,78.75,120.45,70.18,213.18,440.52
12-05-2020,77.85,117.85,68.76,210.1,431.82
13-05-2020,76.91,118.4,67.42,205.1,438.27
14-05-2020,77.39,119.44,67.84,206.81,441.95
15-05-2020,76.93,120.49,68.65,210.88,454.19
18-05-2020,78.74,121.31,69.26,213.19,452.58
19-05-2020,78.29,122.47,68.72,216.88,451.04
20-05-2020,79.81,124.9,70.46,229.97,447.67
21-05-2020,79.21,122.34,70.34,231.39,436.25
22-05-2020,79.72,121.84,70.66,234.91,429.32
26-05-2020,79.18,121.09,71.07,232.2,414.77
27-05-2020,79.53,120.52,71.01,229.14,419.89
28-05-2020,79.56,120.06,70.91,225.46,413.44
29-05-2020,79.49,122.12,71.68,225.09,419.73
01-06-2020,80.46,123.55,71.74,231.91,425.92
02-06-2020,80.83,123.62,72.12,232.72,427.31
03-06-2020,81.28,123.92,71.96,230.16,421.97
04-06-2020,80.58,123.03,70.71,226.29,414.33
05-06-2020,82.88,124.15,72,230.77,419.6
08-06-2020,83.36,126.2,72.4,231.4,419.49
09-06-2020,86,130.04,72.6,238.67,434.05
10-06-2020,88.21,132.37,73.24,236.73,434.48
11-06-2020,83.97,127.9,70.1,224.43,425.56
12-06-2020,84.7,127.25,70.65,228.58,418.07
15-06-2020,85.75,128.63,71.04,232.5,425.5
16-06-2020,88.02,130.76,72.32,235.65,436.13
17-06-2020,87.9,132.05,72.63,235.53,447.77
18-06-2020,87.93,132.7,71.71,235.94,449.87
19-06-2020,87.43,133.75,71.23,238.79,453.72
22-06-2020,89.72,135.69,72.53,239.22,468.04
23-06-2020,91.63,138.22,73.2,242.24,466.26
24-06-2020,90.01,136.72,71.64,234.02,457.85
25-06-2020,91.21,137.73,72.06,235.68,465.91
26-06-2020,88.41,134.64,68.13,216.08,443.4
29-06-2020,90.44,134.02,69.86,220.64,447.24
30-06-2020,91.2,137.94,70.9,227.07,455.04
01-07-2020,91.03,143.93,72.1,237.55,485.64
02-07-2020,91.03,144.51,73.5,233.42,476.89
06-07-2020,93.46,152.85,74.98,240.28,493.81
07-07-2020,93.17,150.01,74.5,240.86,493.16
08-07-2020,95.34,154.06,75.18,243.58,502.78
09-07-2020,95.75,159.13,75.93,244.5,507.76
10-07-2020,95.92,160,76.95,245.07,548.73
13-07-2020,95.48,155.2,75.61,239,525.5
14-07-2020,97.06,154.2,76.04,239.73,524.88
15-07-2020,97.72,150.44,75.84,240.28,523.26
16-07-2020,96.52,149.99,75.75,240.93,527.39
17-07-2020,96.33,148.1,75.84,242.03,492.99
20-07-2020,98.36,159.84,78.19,245.42,502.41
21-07-2020,97,156.91,77.8,241.75,490.1
22-07-2020,97.27,155,78.24,239.87,489.82
23-07-2020,92.85,149.33,75.84,232.6,477.58
24-07-2020,92.61,150.45,75.41,230.71,480.45
27-07-2020,94.81,152.76,76.47,233.5,495.65
28-07-2020,93.25,150.02,75.18,230.12,488.51
29-07-2020,95.04,151.68,76.18,233.29,484.48
30-07-2020,96.19,152.59,76.92,234.5,485.8
31-07-2020,106.26,158.23,74.4,253.67,488.88
03-08-2020,108.94,155.59,74.14,251.96,498.62
04-08-2020,109.67,156.94,73.67,249.83,509.64
05-08-2020,110.06,160.25,73.95,249.12,502.11
06-08-2020,113.9,161.25,75.25,265.28,509.08
07-08-2020,111.11,158.37,74.92,268.44,494.73
10-08-2020,112.73,157.41,74.84,263,483.38
11-08-2020,109.38,154.03,74.03,256.13,466.93
12-08-2020,113.01,158.11,75.36,259.89,475.47
13-08-2020,115.01,158.05,75.83,261.3,481.33
14-08-2020,114.91,157.4,75.23,261.24,482.68
17-08-2020,114.61,159.12,75.81,261.16,482.35
18-08-2020,115.56,165.62,77.79,262.34,491.87
19-08-2020,115.71,163.02,77.23,262.59,484.53
20-08-2020,118.28,164.87,78.81,269.01,497.9
21-08-2020,124.37,164.24,78.78,267.01,492.31
24-08-2020,125.86,165.37,79.26,271.39,488.81
25-08-2020,124.82,167.32,80.29,280.82,490.58
26-08-2020,126.52,172.09,82.21,303.91,547.53
27-08-2020,125.01,170,81.43,293.22,526.27
28-08-2020,124.81,170.09,81.97,293.66,523.89
31-08-2020,129.04,172.55,81.48,293.2,529.56
01-09-2020,134.18,174.96,82.75,295.44,556.55
02-09-2020,131.4,176.57,85.87,302.5,552.84
03-09-2020,120.88,168.4,81.48,291.12,525.75
04-09-2020,120.96,164.73,79.06,282.73,516.05
08-09-2020,112.82,157.49,76.18,271.16,507.02
09-09-2020,117.32,163.43,77.36,273.72,500.19
10-09-2020,113.49,158.76,76.3,268.09,480.67
11-09-2020,112,155.81,75.79,266.61,482.03
14-09-2020,115.36,155.15,75.44,266.15,476.26
15-09-2020,115.54,157.81,76.76,272.42,495.99
16-09-2020,112.13,153.9,75.6,263.52,483.86
17-09-2020,110.34,150.44,74.35,254.82,470.2
18-09-2020,106.84,147.75,72.55,252.53,469.96
21-09-2020,110.08,148.02,71.51,248.15,487.35
22-09-2020,111.81,156.45,72.99,254.75,491.17
23-09-2020,107.12,149.99,70.47,249.02,470.61
24-09-2020,108.22,150.99,71.14,249.53,473.08
25-09-2020,112.28,154.76,71.95,254.82,482.88
28-09-2020,114.96,158.7,72.93,256.82,490.65
29-09-2020,114.09,157.24,73.3,261.79,493.48
30-09-2020,115.81,157.44,73.28,261.9,500.03
01-10-2020,116.79,161.06,74.39,266.63,527.51
02-10-2020,113.02,156.25,72.78,259.94,503.06
05-10-2020,116.5,159.96,74.14,264.65,520.65
06-10-2020,113.16,155,72.55,258.66,505.87
07-10-2020,115.08,159.78,72.96,258.12,534.66
08-10-2020,114.97,159.53,74.17,263.76,531.79
09-10-2020,116.97,164.33,75.52,264.45,539.44
12-10-2020,124.4,172.15,78.23,275.75,539.81
13-10-2020,121.1,172.18,78.35,276.14,554.09
14-10-2020,121.19,168.19,78.17,271.82,541.45
15-10-2020,120.71,166.93,77.77,266.72,541.94
16-10-2020,119.02,163.64,78.39,265.93,530.79
19-10-2020,115.98,160.36,76.5,261.4,530.72
20-10-2020,117.51,160.85,77.55,267.56,525.42
21-10-2020,116.87,159.25,79.3,278.73,489.05
22-10-2020,115.75,158.82,80.33,278.12,485.23
23-10-2020,115.04,160.22,81.65,284.79,488.28
26-10-2020,115.05,160.35,79.21,277.11,488.24
27-10-2020,116.6,164.32,79.94,283.29,488.93
28-10-2020,111.2,158.14,75.54,267.67,486.24
29-10-2020,115.32,160.55,77.84,280.83,504.21
30-10-2020,108.86,151.81,80.81,263.11,475.74
02-11-2020,108.77,150.22,81.22,261.36,484.12
03-11-2020,110.44,152.42,82.28,265.3,487.22
04-11-2020,114.95,162.06,87.29,287.38,496.95
05-11-2020,119.03,166.1,88.12,294.68,513.76
06-11-2020,118.69,165.57,87.99,293.41,514.73
09-11-2020,116.32,157.19,88.07,278.77,470.5
10-11-2020,115.97,151.75,86.89,272.43,480.24
11-11-2020,119.49,156.87,87.36,276.48,490.76
12-11-2020,119.21,155.51,87.14,275.08,486.77
13-11-2020,119.26,156.44,88.61,276.95,482.84
16-11-2020,120.3,156.55,88.7,278.96,479.1
17-11-2020,119.39,156.78,88.08,275,480.63
18-11-2020,118.03,155.27,87.03,271.97,481.79
19-11-2020,118.64,155.85,87.93,272.94,484.67
20-11-2020,117.34,154.97,86.82,269.7,488.24
23-11-2020,113.85,154.92,86.38,268.43,476.62
24-11-2020,115.17,155.9,88.19,276.92,482.88
25-11-2020,116.03,159.25,88.21,275.59,485
27-11-2020,116.59,159.77,89.35,277.81,491.36
30-11-2020,119.05,158.4,87.72,276.97,490.7
01-12-2020,122.72,161,89.77,286.55,504.58
02-12-2020,123.08,160.18,91.25,287.52,503.38
03-12-2020,122.94,159.34,91.09,281.85,497.52
04-12-2020,122.25,158.13,91.19,279.7,498.31
07-12-2020,123.75,157.9,90.85,285.58,515.78
08-12-2020,124.38,158.86,90.57,283.4,512.66
09-12-2020,121.78,155.21,88.89,277.92,493.6
10-12-2020,123.24,155.07,88.38,277.12,501.09
11-12-2020,122.41,155.82,88.74,273.55,503.22
14-12-2020,121.78,157.85,87.61,274.19,522.42
15-12-2020,127.88,158.26,88.05,275.55,519.78
16-12-2020,127.81,162.05,87.86,275.67,524.83
17-12-2020,128.7,161.8,87.03,274.48,532.9
18-12-2020,126.66,160.08,86.31,276.4,534.45
21-12-2020,128.23,160.31,86.73,272.79,528.91
22-12-2020,131.88,160.33,86.01,267.09,527.33
23-12-2020,130.96,159.26,86.41,268.11,514.48
24-12-2020,131.97,158.63,86.71,267.4,513.97
28-12-2020,136.69,164.2,88.7,277,519.12
29-12-2020,134.87,166.1,87.89,276.78,530.87
30-12-2020,133.72,164.29,86.81,271.87,524.59
31-12-2020,132.69,162.85,87.63,273.16,540.73
04-01-2021,129.41,159.33,86.31,268.94,522.86
05-01-2021,131.01,160.93,87,270.97,520.8
06-01-2021,126.6,156.92,86.14,263.31,500.49
07-01-2021,130.92,158.11,88.72,268.74,508.89
08-01-2021,132.05,159.13,89.89,267.57,510.4
11-01-2021,128.98,155.71,87.81,256.84,499.1
12-01-2021,128.8,156.04,86.87,251.09,494.25
13-01-2021,130.89,158.29,87.36,251.64,507.79
14-01-2021,128.91,156.37,86.55,245.64,500.86
15-01-2021,127.14,155.21,86.38,251.36,497.98
19-01-2021,127.83,156.04,89.22,261.1,501.77
20-01-2021,132.03,163.17,94,267.48,586.34
21-01-2021,136.87,165.35,94.21,272.87,579.84
22-01-2021,139.07,164.61,94.63,274.5,565.17
25-01-2021,142.92,164.7,94.71,278.01,556.78
26-01-2021,143.16,166.31,95.4,282.05,561.93
27-01-2021,142.06,161.63,90.95,272.14,523.28
28-01-2021,137.09,161.88,92.66,265,538.6
29-01-2021,131.96,160.31,91.37,258.33,532.39
01-02-2021,134.14,167.14,94.65,262.01,539.04
02-02-2021,134.99,169,95.96,267.08,548.16
03-02-2021,133.94,165.63,102.94,266.65,539.45
04-02-2021,137.39,166.55,102.68,266.49,552.16
05-02-2021,136.76,167.61,104.44,268.1,550.79
08-02-2021,136.91,166.15,104.23,266.58,547.92
09-02-2021,136.01,165.25,103.77,269.45,559.07
10-02-2021,135.39,164.33,104.32,271.87,563.59
11-02-2021,135.13,163.11,104.44,270.39,557.59
12-02-2021,135.37,163.89,104.75,270.5,556.52
16-02-2021,133.19,163.45,105.54,273.97,557.28
17-02-2021,130.84,165.43,105.93,273.57,551.34
18-02-2021,129.71,166.41,105.29,269.39,548.22
19-02-2021,129.87,162.49,104.44,261.56,540.22
22-02-2021,126,159.04,102.71,260.33,533.78
23-02-2021,125.86,159.73,103.01,265.86,546.15
24-02-2021,125.35,157.98,104.19,264.31,553.41
25-02-2021,120.99,152.86,100.8,254.69,546.7
26-02-2021,121.26,154.65,101.1,257.62,538.85
01-03-2021,127.79,157.31,103.48,264.91,550.64
02-03-2021,125.12,154.73,103.22,259,547.82
03-03-2021,122.06,150.25,100.57,255.41,520.7
04-03-2021,120.13,148.88,101.7,257.64,511.29
05-03-2021,121.42,150.02,104.85,264.28,516.39
08-03-2021,116.36,147.6,100.38,255.31,493.33
09-03-2021,121.09,153.14,102.02,265.74,506.44
10-03-2021,119.98,152.88,101.81,264.9,504.54
11-03-2021,121.96,155.68,105.03,273.88,523.06
12-03-2021,121.03,154.47,102.5,268.4,518.02
15-03-2021,123.99,154.08,102.72,273.75,520.25
16-03-2021,125.57,154.59,104.19,279.28,524.03
17-03-2021,124.76,156.79,104.11,284.01,524.44
18-03-2021,120.53,151.4,101.07,278.62,504.79
19-03-2021,119.99,153.75,101.35,290.11,512.18
22-03-2021,123.39,155.54,101.53,293.54,523.11
23-03-2021,122.54,156.88,102.07,290.63,535.09
24-03-2021,120.09,154.35,101.63,282.14,520.81
25-03-2021,120.59,152.31,101.62,278.74,502.86
26-03-2021,121.21,152.6,101.24,283.02,508.05
29-03-2021,121.39,153.79,102.29,290.82,513.95
30-03-2021,119.9,152.76,102.32,288,513.39
31-03-2021,122.15,154.7,103.13,294.53,521.66
01-04-2021,123,158.05,106.49,298.66,539.42
05-04-2021,125.9,161.34,110.95,308.91,540.67
06-04-2021,126.21,161.19,110.46,306.26,544.53
07-04-2021,127.9,163.97,111.95,313.09,546.99
08-04-2021,130.36,164.96,112.52,313.02,554.58
09-04-2021,133,168.61,113.53,312.46,555.31
12-04-2021,131.24,168.97,112.23,311.54,552.78
13-04-2021,134.43,170,112.72,309.76,553.73
14-04-2021,132.03,166.65,112.1,302.82,540.02
15-04-2021,134.5,168.95,114.26,307.82,549.22
